UNDER_CONS,RERA,BHK_NO.,SQUARE_FT,READY_TO_M,RESALE,ADDRESS,LONGITUDE,LATITUDE,PIN,Price
"0","0","2",1210.067763999999897,"1","1","Sompura,Bangalore",12.874231999999999,77.505488000000000,"560109",50.000000000000000
"0","1","3",1837.859913999999890,"1","1","Chembur Gaothan,Mumbai",19.069358999999999,72.900638000000001,"400089",360.000000000000000
"0","1","3",1470.133086000000048,"1","1","Ramprastha Greens,Ghaziabad",28.651917999999998,77.348793999999998,"201010",95.000000000000000
"0","0","3",1097.092703999999912,"1","1","Opp. EVP Theme Park, Kuthumbakam,Chennai",12.913767999999999,80.250567000000004,"600115",100.000000000000000
"0","0","2",2166.064981999999873,"1","1","Mukundapur,Kolkata",22.491565000000001,88.402473000000001,"700099",180.000000000000000
"0","0","2",840.000000000000000,"1","1","Budigere Cross,Bangalore",13.141581000000000,77.749756000000005,"562129",42.000000000000000
"0","0","2",1365.092630999999983,"1","1","JP Nagar,Bangalore",12.905367999999999,77.580403000000004,"560078",98.000000000000000
"0","0","3",1100.196464000000105,"1","1","Sirsi Road,Jaipur",27.073397000000000,75.594316000000006,Not Found,28.000000000000000
"0","0","2",1125.061144999999897,"1","1","Sector-76 Noida,Noida",28.567633000000001,77.383123999999995,"201301",69.000000000000000
"0","0","2",1000.000000000000000,"1","1","NRI Layout,Bangalore",12.969910000000000,77.597960000000000,"560001",45.000000000000000
"0","0","2",2473.684210999999777,"1","1","Lavelle Road,Bangalore",12.928575000000000,77.585721000000007,"560011",470.000000000000000
"0","0","3",1652.619402000000036,"1","1","Kaikondrahalli,Bangalore",12.914300000000001,77.676400000000001,"560035",100.000000000000000
"0","0","1",650.084793699999977,"1","1","Jatharpeth,Akola",20.718257000000001,77.019525000000002,"444001",23.000000000000000
"0","0","3",1530.054644999999937,"1","1","Rachenahalli,Bangalore",13.219742000000000,76.698537000000002,"572221",98.000000000000000
"0","0","2",889.583333300000049,"1","1","Mahmoorganj,Varanasi",25.303144000000000,82.978166999999999,"221010",42.700000000000003
"1","0","2",965.128566399999954,"0","1","Chhalera,Noida",28.570000000000000,77.319999999999993,"201301",27.399999999999999
"1","0","1",509.803921600000024,"0","0","Viyyoor,Thrissur",10.520000000000000,76.209999999999994,"680021",20.800000000000001
"0","1","3",1575.931231999999909,"1","1","Sector 80 Faridabad,Faridabad",28.381971000000000,77.347688000000005,"121001",55.000000000000000
"1","0","1",345.030964299999994,"0","1","Diva,Lalitpur",28.534154999999998,77.243195000000000,"110048",35.100000000000001
"0","0","2",1099.706744999999955,"1","1","Vallabh Vidyanagar,Anand",22.706116000000002,73.114980000000003,"388220",30.000000000000000
"0","0","5",5460.268517000000429,"1","1","Bhosale Nagar,Pune",18.543533000000000,73.836246000000003,"411016",850.000000000000000
"0","0","3",1749.920458000000053,"1","1","Sikandra,Agra",27.216013000000000,77.950834000000000,"282007",55.000000000000000
"0","1","2",1349.037514000000101,"1","1","Andheri (East),Mumbai",19.114500000000000,72.871200000000002,"400096",260.000000000000000
"0","0","3",1437.282230000000027,"1","1","GD Layout,Bangalore",12.969910000000000,77.597960000000000,"560001",66.000000000000000
"0","0","3",1350.135013999999956,"1","1","Chhani,Vadodara",22.360655000000001,73.168216000000001,"390001",45.000000000000000
"0","1","3",1324.828263000000106,"1","1","Sector-117 Noida,Noida",28.578498000000000,77.397633999999996,"201301",54.000000000000000
"0","0","3",2500.000000000000000,"1","1","Cuffe Parade,Mumbai",18.914728499999999,72.820226500000004,"400005",1800.000000000000000
"0","0","3",1480.062685000000101,"1","1","Chola Nagar,Bangalore",12.969910000000000,77.597960000000000,"560001",85.000000000000000
"0","0","2",1300.510915000000068,"1","1","Zirakpur,Chandigarh",30.662282999999999,76.822396999999995,"140603",28.000000000000000
"0","0","2",1078.122407999999950,"1","1","Karpe Nagar,Pune",18.490507000000001,73.818085999999994,"411042",65.000000000000000
"0","0","3",1400.098831000000018,"1","1","Billekahalli,Bangalore",12.900250000000000,77.601029999999994,"560076",85.000000000000000
"0","0","3",2011.397922000000108,"1","1","Sector-150 Noida,Noida",28.429614000000001,77.481711000000004,"201310",120.000000000000000
"0","1","2",800.000000000000000,"1","1","Mahim,Palghar",19.639399999999998,72.725600000000000,"401402",24.399999999999999
"0","1","1",710.003155600000014,"1","1","Taloja,Mumbai",19.076056999999999,73.097318999999999,"410208",45.000000000000000
"0","0","3",1955.246578000000000,"1","1","New Town,Kolkata",22.592199999999998,88.484910999999997,"700161",90.000000000000000
"0","0","2",700.035001800000032,"1","1","Ariadaha,Kolkata",22.541110000000000,88.337779999999995,"700022",20.000000000000000
"1","1","3",1661.129568000000063,"0","1","Sector-88 Mohali,Mohali",30.684522999999999,76.691727999999998,"140308",80.000000000000000
"0","0","2",1000.000000000000000,"1","1","Vallabh Vidhyanagar,Anand",22.706116000000002,73.114980000000003,"388220",16.500000000000000
"1","1","3",1290.322580999999900,"0","1","Noida Extension,Noida",28.579004000000001,77.431173000000001,"201301",50.000000000000000
"0","0","4",3640.145606000000043,"1","1","Whitefield,Bangalore",12.995893499999999,77.761393999999996,"560117",280.000000000000000
"1","1","2",1045.016076999999996,"0","1","Sector-66A Mohali,Mohali",30.661104000000002,76.746082000000001,"140306",45.500000000000000
"0","0","3",1200.000000000000000,"1","1","Manglam City,Jaipur",26.916670000000000,75.866669999999999,"302001",27.000000000000000
"0","0","3",1250.000000000000000,"1","1","Ram Puram,Kanpur",26.472500000000000,80.331109999999995,"208001",31.000000000000000
"0","0","2",936.914428499999985,"1","1","Omkar Nagar,Nagpur",20.100360999999999,79.103606999999997,"442902",30.000000000000000
"0","1","4",1909.959072000000106,"1","1","Dera Bassi,Chandigarh",30.594843000000001,76.849829999999997,"140412",28.000000000000000
"0","0","3",1797.566372000000001,"1","1","Whitefield,Bangalore",12.995893499999999,77.761393999999996,"560117",130.000000000000000
"0","0","2",1100.000000000000000,"1","1","Frazer Town/Cleveland Town,Bangalore",12.997946000000001,77.612863000000004,"560106",88.000000000000000
"0","0","2",700.000000000000000,"1","1","Vrindavan Colony,Lucknow",19.075482999999998,82.029995000000000,"494001",35.000000000000000
"0","0","2",1365.000000000000000,"1","1","Bani Park,Jaipur",26.930121000000000,75.790762999999998,"302006",81.900000000000006
"0","0","3",1250.000000000000000,"1","1","Action Area 1D,Kolkata",22.574349000000002,88.477784999999997,"700160",62.000000000000000
"0","1","2",1208.062253000000055,"1","1","Ghodbunder Road,Mumbai",28.743724000000000,76.811314999999993,"124507",94.700000000000003
"0","0","2",800.000000000000000,"1","1","Noida Extension,Noida",28.579004000000001,77.431173000000001,"201301",29.000000000000000
"0","0","1",540.029701599999953,"1","1","Yeshwanthpur,Bangalore",12.969910000000000,77.597960000000000,"560001",40.000000000000000
"0","0","4",1900.155467000000044,"1","1","Sector-44 Noida,Noida",28.552626000000000,77.333948000000007,"201301",110.000000000000000
"1","1","2",804.080926900000009,"0","1","Mihan,Nagpur",21.153890000000001,79.083060000000003,"440001",46.500000000000000
"0","0","2",1200.000000000000000,"1","1","PAL,Surat",21.170000000000002,72.829999999999998,"395002",36.000000000000000
"0","0","2",1099.855281999999988,"1","1","Syndicate Bank Colony,Bangalore",12.977126000000000,77.577724000000003,"560009",38.000000000000000
"0","0","2",1071.811361000000034,"1","1","Swastik Park,Mumbai",19.056875000000002,72.888444000000007,"400089",190.000000000000000
"1","0","3",2034.070684000000028,"0","1","Shivaji Nagar,Pune",18.532344999999999,73.836304999999996,"411016",320.000000000000000
"0","0","2",965.005302199999960,"1","1","kavesar,Lalitpur",24.690280000000001,78.418890000000005,"284403",91.000000000000000
"0","0","1",850.439882699999998,"1","1","New Panchwati Colony,Ghaziabad",28.133365000000001,77.324973999999997,"121102",14.500000000000000
"0","1","2",1020.199959000000035,"1","1","Sector-118 Noida,Noida",28.579844999999999,77.403693000000004,"201301",50.000000000000000
"0","0","2",1200.147709999999961,"1","1","Shampura,Bangalore",12.969910000000000,77.597960000000000,"560001",65.000000000000000
"1","1","2",446.142093199999977,"0","0","Vartak Nagar,Lalitpur",24.690280000000001,78.418890000000005,"284403",58.399999999999999
"1","1","2",1335.470084999999926,"0","1","Sector-23 Kharghar,Mumbai",19.055890999999999,73.067869000000002,"410210",150.000000000000000
"0","0","2",900.277008300000034,"1","1","Sujatha Nagar,Visakhapatnam",15.512973000000001,80.025795000000002,"523002",19.500000000000000
"0","0","2",1000.000000000000000,"1","1","Seven Bunglow,Maharashtra",18.537562999999999,73.900063000000003,"411037",240.000000000000000
"0","0","2",1100.000000000000000,"1","1","Dakshin Dari,Kolkata",22.494595000000000,88.559988000000004,"743502",55.000000000000000
"0","0","2",870.195794099999944,"1","1","Sodepur,Kolkata",22.699950000000001,88.390833000000001,"700110",24.000000000000000
"0","0","3",1525.010166999999910,"1","1","Marathahalli,Bangalore",12.956189999999999,77.701939999999993,"560037",75.000000000000000
"0","0","3",1639.045409000000063,"1","1","Sector 43 Faridabad,Faridabad",28.452268000000000,77.288522000000000,"121001",98.900000000000006
"0","0","3",1185.214946000000054,"1","1","Perumbakkam,Chennai",12.905300000000000,80.198599999999999,"600100",59.000000000000000
"1","0","2",1178.606001999999989,"0","1","Moshi,Pune",18.669919000000000,73.853723000000002,"411062",48.700000000000003
"1","1","2",800.000000000000000,"0","0","Panvel,Maharashtra",18.966114000000001,73.148278000000005,"410221",81.000000000000000
"0","0","2",1225.323349000000007,"1","1","Bestech City,Dharuhera",28.211607000000001,76.787032999999994,"123106",36.000000000000000
"1","0","4",2895.193977999999788,"0","1","East Topsia,Kolkata",22.535636000000000,88.388412000000002,"700046",300.000000000000000
"0","1","2",1275.076504999999997,"1","1","Thanisandra,Bangalore",13.055985000000000,77.622157000000001,"560005",75.000000000000000
"1","1","3",1337.950575000000072,"0","1","Hiranandani Estate,Maharashtra",19.255098000000000,72.981526500000001,"400607",170.000000000000000
"0","0","2",950.066283699999985,"1","1","Chikhal Dongari,Lalitpur",24.690200000000001,78.415999999999997,"284403",43.000000000000000
"0","0","3",1363.388474999999971,"1","1","Jogeshwari (East),Mumbai",19.134699999999999,72.855300000000000,"400060",300.000000000000000
"0","0","3",2021.276595999999927,"1","1","Muttambalam,Kottayam",9.572426999999999,76.550670999999994,"686018",95.000000000000000
"0","0","2",1000.000000000000000,"1","1","Alibaug,Raigad",18.653670000000002,72.883055999999996,"402200",42.000000000000000
"0","0","2",1170.212766000000101,"1","1","Ichhapore,Surat",20.871212000000000,72.992092000000000,"396350",22.000000000000000
"0","1","3",1480.000000000000000,"1","1","Raj Nagar Extension,Ghaziabad",26.900925999999998,75.775926999999996,"302001",44.399999999999999
"0","0","2",1000.000000000000000,"1","1","Kailashpuri,Agra",26.860095000000001,78.004002999999997,Not Found,35.000000000000000
"0","1","2",823.045267500000023,"1","1","Katara Hills,Bhopal",23.185756000000001,77.498464999999996,"462043",16.000000000000000
"1","1","3",1435.294118000000026,"0","0","Zirakpur,Chandigarh",30.662282999999999,76.822396999999995,"140603",61.000000000000000
"1","1","3",849.208911899999976,"0","1","Sector 85 Faridabad,Faridabad",28.406151999999999,77.355951000000005,"121001",26.300000000000001
"0","0","2",750.000000000000000,"1","1","Vizianagaram kondakarkam rktownship,Vizianagaram",18.116509000000001,83.405516000000006,"535001",12.000000000000000
"0","1","2",1150.040117999999893,"1","1","Ahinsa Khand 2,Ghaziabad",28.919599999999999,76.897199999999998,"131402",43.000000000000000
"0","1","3",1554.009997999999996,"1","1","Sector-168 Noida,Noida",28.494868000000000,77.410297999999997,"210305",71.500000000000000
"0","1","3",1399.631675999999970,"1","1","Atladra,Vadodara",22.271018000000002,73.154216000000005,"390001",38.000000000000000
"0","0","5",4601.226993999999650,"1","1","Singar Nagar,Lucknow",26.860560000000000,80.915830000000000,"226018",150.000000000000000
"0","0","3",1150.064922999999908,"1","1","Naktala,Kolkata",22.541110000000000,88.337779999999995,"700022",62.000000000000000
"0","0","4",1707.544241000000056,"1","1","Howrah,Kolkata",22.584440000000001,88.266390000000001,"711110",110.000000000000000
"0","0","3",1760.219049000000041,"1","1","Thubarahalli,Bangalore",12.952356999999999,77.722505999999996,"560087",90.000000000000000
"0","0","3",1247.549455999999964,"1","1","Kanjur Marg (East),Maharashtra",18.960000000000001,72.819999999999993,"400004",210.000000000000000
"0","0","3",1828.822237999999970,"1","1","Jessore Road,Kolkata",22.541110000000000,88.337779999999995,"700022",100.000000000000000
"0","0","3",1349.877283999999918,"1","1","Eon Free Zone,Pune",18.551192499999999,73.949936500000007,"411036",99.000000000000000
"1","0","2",900.090009000000009,"0","1","Vijay Nagar,Hubli",15.446553000000000,74.978048999999999,"580001",30.000000000000000
"0","1","3",1712.817585000000008,"1","1","sector-121 Noida,Noida",28.602325000000000,77.401994000000002,"201301",120.000000000000000
"0","0","3",1752.541185000000041,"1","1","Sector-102 Gurgaon,Gurgaon",28.479440000000000,76.971431999999993,"122006",100.000000000000000
"1","1","3",1447.661470000000008,"0","1","Morod,Indore",22.619734000000001,75.870993999999996,"452020",26.000000000000000
"0","0","2",1193.196243000000095,"1","1","Hinoo,Ranchi",23.319558000000001,85.316913000000000,"834002",47.000000000000000
"0","0","1",422.153369499999997,"1","0","Hoshangabad Road,Bhopal",22.750000000000000,77.719999999999999,"461001",10.900000000000000
"0","0","3",1440.167582999999922,"1","1","Mogappair West,Chennai",13.077741000000000,80.164902999999995,"600037",110.000000000000000
"0","0","2",1001.001000999999974,"1","1","Thane West,Mumbai",19.180000000000000,72.963329999999999,"400081",110.000000000000000
"1","1","4",2445.785096999999951,"0","1","Begur Road,Bangalore",12.870600000000000,77.627899999999997,"583105",150.000000000000000
"0","1","4",2672.811059999999998,"1","1","Chembur (East),Mumbai",19.058710000000001,72.899690000000007,"400089",580.000000000000000
"0","0","2",1300.000000000000000,"1","1","Puthur,Palakkad",10.786239999999999,76.663780000000003,"678001",65.000000000000000
"0","0","2",1250.000000000000000,"1","1","Sector-8 Pratap Nagar,Jaipur",26.807407999999999,75.838659000000007,"303001",58.000000000000000
"1","1","3",1358.572593000000097,"0","1","kavesar,Lalitpur",24.690280000000001,78.418890000000005,"284403",150.000000000000000
"0","0","2",996.015936300000021,"1","1","Magadi Road,Bangalore",12.974940000000000,77.564159000000004,"560053",35.000000000000000
"0","0","4",2570.914389000000028,"1","1","Bhawanipore,Kolkata",22.541110000000000,88.337779999999995,"700022",300.000000000000000
"0","0","3",1352.028041999999914,"1","1","Jogeshwari (East),Maharashtra",19.134699999999999,72.855300000000000,"400060",270.000000000000000
"0","0","3",1470.195134999999937,"1","1","Manimajra,Chandigarh",30.735279999999999,76.791110000000003,"160018",110.000000000000000
"1","1","3",1800.106044999999995,"0","1","Zirakpur,Chandigarh",30.662282999999999,76.822396999999995,"140603",67.900000000000006
"0","0","2",1000.000000000000000,"1","1","Kowkur,Secunderabad",17.526302999999999,78.542978000000005,"500087",32.000000000000000
"0","0","3",1200.147709999999961,"1","1","E M Bypass,Kolkata",22.541110000000000,88.337779999999995,"700022",65.000000000000000
"0","0","2",912.075884699999961,"1","1","Kothrud,Pune",18.510100000000001,73.814099999999996,"411038",100.000000000000000
"1","1","6",3280.182232000000113,"0","1","Panch Pakhadi,Maharashtra",20.928222000000002,79.842268000000004,Not Found,360.000000000000000
"1","1","3",894.854586100000006,"0","0","Kolshet Road,Maharashtra",19.249860999999999,72.963865999999996,"400610",160.000000000000000
"1","0","2",1224.707135000000108,"0","1","Phulnakhara,Bhubaneswar",20.264440000000000,85.828059999999994,"752010",46.000000000000000
"0","0","4",2095.557417999999871,"1","1","Sector 46 Faridabad,Faridabad",28.438711999999999,77.300285000000002,"121001",100.000000000000000
"0","0","3",1406.469761000000062,"1","1","Sector-9 Ulwe,Lalitpur",28.716906999999999,77.124699000000007,"110085",120.000000000000000
"1","0","3",1270.078445999999985,"0","1","Behala,Kolkata",22.498881999999998,88.317555999999996,"700034",34.000000000000000
"0","0","2",859.188544200000024,"1","1","Varadarajapuram,Chennai",12.916558999999999,80.070176000000004,"600063",36.000000000000000
"0","0","3",1600.166251000000102,"1","1","Kadugodi,Bangalore",12.995285000000001,77.766796999999997,"560117",77.000000000000000
"0","0","3",1400.180667999999969,"1","1","Samardha,Bhopal",23.332249999999998,77.582719999999995,Not Found,31.000000000000000
"0","0","2",1270.110075999999935,"1","1","Talawali Chanda,Indore",22.666670000000000,75.750000000000000,"451225",30.000000000000000
"0","0","2",990.099009900000055,"1","1","Sector-35G Kharghar,Maharashtra",18.960000000000001,72.819999999999993,"400004",86.000000000000000
"0","0","1",747.104968200000030,"1","1","Sughad,Gandhinagar",23.126218000000001,72.628827000000001,"382428",20.000000000000000
"0","0","2",686.149936499999967,"1","1","Mannivakkam Shanmuga nagar 7th Street,Chennai",12.878270000000001,80.057557000000003,"603211",27.000000000000000
"0","0","3",1264.222502999999961,"1","1","Sector-62 Noida,Noida",28.622100000000000,77.367400000000004,"201301",70.000000000000000
"0","0","4",3039.027510999999777,"1","0","Sector-81 Gurgaon,Gurgaon",28.388224999999998,76.946376000000001,"122050",190.000000000000000
"0","0","4",2155.172414000000117,"1","1","New Town,Kolkata",22.592199999999998,88.484910999999997,"700161",130.000000000000000
"0","0","1",700.014583600000037,"1","1","Sector-8 Charkop,Lalitpur",19.216097000000001,72.821720999999997,"400049",96.000000000000000
"0","0","2",553.007384300000012,"1","1","Jawahar Nagar,Maharashtra",16.701663000000000,74.451048000000000,"416115",170.000000000000000
"0","0","2",1571.330116999999973,"1","1","Sector-79 Gurgaon,Gurgaon",28.362327000000001,76.979049000000003,"122015",91.200000000000003
"0","1","3",1774.193547999999964,"1","1","Vaishali Nagar,Jaipur",26.918679999999998,75.750399000000002,"302001",110.000000000000000
"0","0","3",1850.138760000000048,"1","1","Vallabh Vidyanagar,Anand",22.706116000000002,73.114980000000003,"388220",40.000000000000000
"0","0","2",1205.053450000000112,"1","1","Krishi Nagar,Secunderabad",29.673342000000002,76.986127999999994,"132001",62.000000000000000
"0","0","2",930.088358399999947,"1","1","Ambegaon,Pune",19.116669999999999,73.733329999999995,"410509",60.000000000000000
"0","1","1",705.070507099999986,"1","1","Raj Nagar Extension,Ghaziabad",26.900925999999998,75.775926999999996,"302001",23.500000000000000
"0","0","3",1867.413632000000007,"1","1","KT Nagar,Nagpur",21.174686000000001,79.045845999999997,"440006",80.000000000000000
"1","1","1",431.558554300000026,"0","0","Kolshet Road,Mumbai",19.249860999999999,72.963865999999996,"400610",64.599999999999994
"0","0","1",685.016813999999954,"1","1","Bhayandarpada,Lalitpur",24.690280000000001,78.418890000000005,"284403",55.000000000000000
"0","0","3",3401.360544000000118,"1","1","Bhularai Near Vill Patrol Pump,Phagwara",31.247207000000000,75.786058999999995,"144400",70.000000000000000
"1","0","2",969.882593199999974,"0","1","Akshaya Nagar,Bangalore",12.969910000000000,77.597960000000000,"560001",38.000000000000000
"0","0","5",5111.111111000000164,"1","1","Vesu,Surat",21.143353999999999,72.770931000000004,"394518",460.000000000000000
"0","0","2",1127.860026999999945,"1","1","Doddathoguru,Bangalore",12.843565999999999,77.652107999999998,"560100",41.899999999999999
"0","1","1",585.072738800000025,"1","1","NH-24 Highway,Ghaziabad",28.666670000000000,77.416669999999996,"201001",18.500000000000000
"0","1","3",1214.705881999999974,"1","1","Belatur,Bangalore",13.012767000000000,77.756579000000002,"560067",41.299999999999997
"0","0","5",4067.796609999999873,"1","1","Kundli,Sonipat",28.874383000000002,77.113251000000005,"131028",120.000000000000000
"0","0","2",1175.349427999999989,"1","1","Nr. Mahindra world city,Jaipur",12.722841000000001,80.007035999999999,"603004",37.000000000000000
"0","0","2",1093.084800000000087,"1","1","Hadapsar,Pune",18.496670000000002,73.941670000000002,"411028",95.000000000000000
"0","0","2",930.150930199999948,"1","1","Warangade,Palghar",19.699999999999999,72.769999999999996,"401400",53.000000000000000
"1","1","2",966.781214200000022,"0","1","Moshi,Pune",18.669919000000000,73.853723000000002,"411062",42.200000000000003
"0","0","5",2200.220021999999972,"1","1","Zirakpur,Mohali",30.649999999999999,76.819999999999993,"140603",120.000000000000000
"0","0","2",847.222222200000033,"1","1","Kaikhali,Kolkata",22.632262999999998,88.435382000000004,"700052",30.500000000000000
"0","1","2",1030.284108999999944,"1","1","Alwar Bypass Road,Bhiwadi",28.210200000000000,76.860600000000005,"301019",33.000000000000000
"1","0","3",1234.375000000000000,"0","1","Sevoke Road,Siliguri",26.724219000000002,88.326357000000002,"734013",39.500000000000000
"0","0","2",720.135554899999988,"1","1","Kankhal,Haridwar",29.892310999999999,78.000722999999994,"247667",25.500000000000000
"0","0","3",1080.705545999999913,"1","1","Borivali (West),Lalitpur",19.236100000000000,72.833799999999997,"400091",280.000000000000000
"0","0","2",1060.070670999999948,"1","1","Begur,Bangalore",12.870600000000000,77.627899999999997,"583105",45.000000000000000
"0","1","1",676.030947200000014,"1","1","Kandivali (West),Mumbai",19.198300000000000,72.840900000000005,"400064",90.000000000000000
"0","0","2",1225.028270000000020,"1","1","Thubarahalli,Bangalore",12.952356999999999,77.722505999999996,"560087",65.000000000000000
"0","1","2",1375.095493000000033,"1","1","Lohegaon,Pune",18.595455999999999,73.946088000000003,"411011",72.000000000000000
"0","0","2",1050.030882999999903,"1","1","Mulund (East),Maharashtra",19.164899999999999,72.960800000000006,"400081",170.000000000000000
"0","1","2",989.920806299999981,"1","1","Sector-143 Noida,Noida",28.503499999999999,77.426446999999996,"210305",55.000000000000000
"0","0","3",982.103884799999946,"1","1","Diamond Harbour Road,Kolkata",22.199999999999999,88.200000000000003,"743331",45.000000000000000
"0","1","2",1199.949476000000004,"1","1","LBS Marg,Maharashtra",18.960000000000001,72.819999999999993,"400004",190.000000000000000
"0","0","3",1510.159253000000035,"1","1","Begur Road,Bangalore",12.870600000000000,77.627899999999997,"583105",110.000000000000000
"1","1","3",782.044263699999988,"0","0","Mira Road East,Lalitpur",19.283600000000000,72.867500000000007,"401101",100.000000000000000
"0","0","3",1685.203909999999951,"1","1","Sector-137 Noida,Noida",28.506454000000002,77.409567999999993,"210305",100.000000000000000
"0","1","2",826.919407200000023,"1","1","Bandra Kurla Complex,Maharashtra",19.051051999999999,72.827785000000006,"400050",390.000000000000000
"0","0","2",919.117647099999999,"1","1","Jigani,Bangalore",12.778033000000001,77.632191000000006,"560105",30.000000000000000
"0","1","3",1331.892250999999987,"1","1","Kalyan (West),Lalitpur",19.245346999999999,73.124577000000002,"421308",80.099999999999994
"0","0","2",1068.577534999999898,"1","1","Malad (East),Mumbai",19.175799999999999,72.864300000000000,"400063",170.000000000000000
"1","0","5",5918.132499999999709,"0","1","Golf Garden,Kolkata",22.540603999999998,88.385704000000004,"700046",720.000000000000000
"0","1","5",4092.769440999999915,"1","1","Pallavi Nagar,Bhopal",23.185921000000000,77.445597000000006,"462039",120.000000000000000
"0","0","4",3200.000000000000000,"1","1","Bandra (West),Mumbai",19.054440000000000,72.840559999999996,"400050",1200.000000000000000
"0","0","3",1744.186046999999917,"1","1","Pedakakani,Guntur",16.342199999999998,80.491100000000003,"522509",60.000000000000000
"0","0","3",1320.039320000000089,"1","1","Pimple Saudagar,Pune",18.595600000000001,73.798100000000005,"431027",94.000000000000000
"0","0","2",1200.056473000000096,"1","1","Sector 10 Kamothe,Lalitpur",19.016800000000000,73.096459999999993,"410218",85.000000000000000
"0","0","2",1244.128474999999980,"1","1","Candolim,Goa",15.518100000000000,73.762600000000006,"403516",98.000000000000000
"0","0","3",1305.948000000000093,"1","1","Taratala,Kolkata",22.388876000000000,88.135279999999995,"743318",110.000000000000000
"0","0","3",1534.420431000000008,"1","1","Hiranandani Gardens - Powai,Lalitpur",19.124896000000000,72.893502999999995,"400087",590.000000000000000
"0","0","2",943.057302000000050,"1","1","Powai,Mumbai",19.120000000000001,72.909999999999997,"400076",210.000000000000000
"0","0","3",1620.984380000000101,"1","1","Hulimavu,Bangalore",12.876690999999999,77.599080000000001,"560076",110.000000000000000
"0","0","2",935.146951700000045,"1","1","Sector-49 Noida,Noida",28.564519000000001,77.366816000000000,"201301",38.500000000000000
"0","0","2",758.050089400000047,"1","1","Alkapuri,Vadodara",22.310549999999999,73.169499999999999,"390001",33.899999999999999
"0","1","2",1428.571429000000080,"1","0","NH-24 Highway,Ghaziabad",28.666670000000000,77.416669999999996,"201001",40.000000000000000
"1","1","2",975.609756100000027,"0","1","Laxmi Nagar,Lalitpur",22.281215000000000,70.789479000000000,"360001",120.000000000000000
"1","1","3",1779.393172999999933,"0","1","Zirakpur,Chandigarh",30.662282999999999,76.822396999999995,"140603",56.299999999999997
"0","0","3",1722.538757000000032,"1","1","Harlur Road,Bangalore",12.904178999999999,77.665897000000001,"560035",130.000000000000000
"0","0","3",1225.204201000000012,"1","1","Rajarhat,Kolkata",22.541110000000000,88.337779999999995,"700022",42.000000000000000
"0","0","4",1873.071838000000071,"1","1","Lake Town,Kolkata",22.603605999999999,88.406203000000005,"700089",170.000000000000000
"0","0","2",1156.583630000000085,"1","1","Kolshet Road,Lalitpur",24.690280000000001,78.418890000000005,"284403",130.000000000000000
"0","1","2",901.463144000000057,"1","1","Tilak Nagar,Lalitpur",28.639600000000002,77.088399999999993,"110018",130.000000000000000
"0","0","3",2500.000000000000000,"1","1","Chembur (East),Mumbai",19.058710000000001,72.899690000000007,"400089",530.000000000000000
"1","0","3",1529.902642999999898,"0","1","Baner,Pune",18.558319000000001,73.775880000000001,"511045",110.000000000000000
"0","0","2",942.046267599999965,"1","1","Cheroor,Thrissur",10.549149000000000,76.232785000000007,"680631",39.500000000000000
"0","0","2",1349.983124999999973,"1","1","Baner,Pune",18.558319000000001,73.775880000000001,"511045",80.000000000000000
"0","0","3",1487.910724999999957,"1","1","Hindustan Colony,Nagpur",21.147279999999999,79.044556999999998,"440021",120.000000000000000
"0","0","3",2000.000000000000000,"1","1","Sector-56 Gurgaon,Gurgaon",28.427800000000001,77.097300000000004,"122011",130.000000000000000
"0","1","4",3333.333333000000039,"1","1","Sector-108 Noida,Noida",28.526624000000002,77.376717999999997,"201304",250.000000000000000
"0","0","2",1100.066268999999920,"1","1","Bellandur,Bangalore",12.925500000000000,77.676500000000004,"530103",49.799999999999997
"0","0","3",1220.149904000000106,"1","1","Kasba,Kolkata",22.519728000000001,88.385729999999995,"700039",70.000000000000000
"0","1","3",1014.507457000000045,"1","1","Jeejamata Nagar,Mumbai",24.090195000000001,87.990010999999996,"742147",200.000000000000000
"1","0","2",1000.000000000000000,"0","1","Vishveshwarya Layout,Bangalore",12.969910000000000,77.597960000000000,"560001",400.000000000000000
"1","0","1",500.000000000000000,"0","1","Dombivli (East),Maharashtra",19.216699999999999,73.083299999999994,"421201",22.199999999999999
"1","1","3",1575.121163000000024,"0","1","Mullanpur,Chandigarh",30.735279999999999,76.791110000000003,"160018",58.500000000000000
"0","0","3",1500.093755999999985,"1","1","Gubbalala,Bangalore",12.969910000000000,77.597960000000000,"560001",80.000000000000000
"0","1","1",750.039475799999991,"1","1","Malad (West),Lalitpur",19.184899999999999,72.834699999999998,"400064",95.000000000000000
"0","1","3",1625.374352999999928,"1","1","Sector 80 Faridabad,Faridabad",28.381971000000000,77.347688000000005,"121001",59.700000000000003
"0","0","2",800.000000000000000,"1","1","Jhalamand,Jodhpur",26.207200000000000,73.066000000000003,"342013",25.000000000000000
"0","0","6",2749.809628999999859,"1","1","Jogeshwari (East),Maharashtra",19.134699999999999,72.855300000000000,"400060",650.000000000000000
"0","0","2",1034.928848999999900,"1","1","Sarjapura - Attibele Road,Bangalore",12.859999999999999,77.786000000000001,"562125",40.000000000000000
"0","1","2",988.039521599999944,"1","1","Powai,Lalitpur",19.120000000000001,72.909999999999997,"400076",190.000000000000000
"0","0","2",1187.119750999999951,"1","1","Porur,Chennai",13.034780000000000,80.155860000000004,"600116",80.000000000000000
